Fs,100
Logging Type,0
Initialization time,36.5
Waiting time,3
ax,ay,az,gx,gy,gz
-152,-832,14972,-440,134,-59
-168,-832,14956,-415,130,-97
-140,-712,14864,-426,156,-81
-160,-844,14944,-434,151,-69
-132,-820,14888,-423,145,-79
-140,-876,14860,-443,147,-94
-288,-800,14792,-424,147,-67
-176,-768,14856,-417,168,-58
-212,-844,14916,-442,119,-77
-308,-816,14828,-430,145,-71
-232,-812,14808,-423,162,-76
-120,-804,14876,-426,164,-79
-68,-788,14828,-422,164,-97
-192,-760,14968,-425,145,-66
-100,-776,14860,-429,150,-72
-244,-848,14892,-447,135,-78
-60,-856,14856,-430,122,-56
-180,-772,14788,-433,146,-101
-236,-824,14852,-429,151,-84
-212,-876,14896,-425,160,-68
-192,-784,14836,-436,132,-103
-148,-812,14800,-421,137,-74
-172,-852,14884,-425,131,-75
-220,-812,14840,-409,173,-92
-80,-768,14924,-428,144,-79
-128,-796,14908,-424,121,-106
-164,-704,14960,-439,141,-89
-144,-752,14904,-423,131,-91
-188,-800,14804,-416,120,-88
-84,-856,14868,-450,170,-68
-176,-820,14780,-422,151,-73
-140,-892,14772,-442,137,-66
-228,-824,14896,-413,139,-59
-240,-780,14956,-425,156,-65
-128,-788,14892,-432,145,-74
-168,-760,14908,-442,139,-73
-148,-828,14792,-422,144,-70
-128,-840,14924,-425,153,-104
-156,-724,14860,-427,129,-80
-236,-856,14884,-411,125,-87
-168,-816,14684,-432,141,-83
-180,-812,14944,-430,144,-71
-204,-864,14848,-428,163,-88
-124,-784,14892,-427,147,-99
-228,-848,14784,-421,145,-89
-160,-752,14832,-427,142,-82
-164,-880,15032,-428,150,-81
-96,-904,14888,-424,154,-67
-48,-800,14860,-424,155,-62
-136,-824,14968,-437,152,-82
-256,-720,14840,-421,155,-79
-196,-748,14892,-421,133,-78
-188,-848,14972,-439,171,-77
-260,-804,14764,-438,132,-66
-176,-716,14904,-423,129,-80
-88,-896,14912,-423,131,-77
-156,-860,14956,-441,145,-80
-60,-768,14900,-420,153,-70
-240,-800,14840,-435,150,-93
-164,-788,14908,-441,147,-94
-40,-836,14892,-422,151,-74
-104,-828,14804,-430,138,-97
-80,-792,14932,-421,135,-85
-188,-816,14820,-426,147,-86
-100,-788,14932,-434,159,-87
-208,-768,14796,-431,133,-58
-144,-752,14796,-424,151,-83
-136,-812,14804,-417,139,-65
-300,-804,14808,-404,130,-84
-148,-784,14868,-436,156,-79
-76,-872,14820,-412,156,-68
-200,-676,14780,-426,152,-89
-208,-760,14988,-425,134,-70
-40,-824,14924,-423,156,-94
-200,-776,14976,-410,156,-85
-244,-800,14876,-431,125,-88
-144,-804,14944,-440,135,-97
-124,-768,14752,-432,159,-59
-188,-868,14808,-431,148,-79
-180,-864,14904,-438,136,-99
-192,-760,14924,-430,144,-82
-216,-892,14888,-419,155,-86
-152,-812,14780,-430,156,-82
-232,-888,14928,-422,137,-87
-136,-832,14844,-438,155,-74
-156,-748,14872,-435,128,-95
-180,-816,14908,-429,117,-75
-140,-736,14884,-428,138,-95
-232,-784,14868,-429,144,-76
-188,-840,14884,-422,163,-102
-204,-748,14836,-434,150,-80
-120,-848,14824,-420,150,-96
-152,-800,14960,-440,149,-73
-200,-800,14816,-432,154,-82
-156,-816,14788,-422,145,-79
-132,-780,14800,-423,150,-75
-124,-816,14860,-415,118,-82
-176,-784,14900,-429,131,-86
-60,-764,14860,-413,155,-69
-188,-816,14864,-423,158,-79
-188,-700,14996,-425,137,-89
-224,-764,14776,-444,135,-83
-196,-828,14964,-414,131,-99
-236,-764,14772,-447,157,-85
-216,-800,14800,-439,148,-92
-204,-796,14900,-419,160,-74
-228,-784,14840,-417,160,-99
-136,-836,14936,-420,157,-88
-104,-796,14836,-431,144,-89
-188,-788,14892,-413,143,-83
-152,-820,14812,-439,156,-44
-204,-744,14980,-432,144,-81
-104,-720,14808,-411,122,-74
-124,-792,14888,-423,166,-74
-272,-808,14780,-419,140,-92
-244,-788,14740,-438,135,-95
-196,-752,14804,-414,145,-72
-188,-820,14836,-436,146,-111
-208,-700,14844,-439,141,-72
-140,-812,14944,-434,141,-80
-272,-808,14672,-421,140,-91
-148,-788,15008,-434,176,-88
-196,-844,15028,-445,172,-85
-184,-744,14796,-424,151,-63
-152,-760,14952,-432,152,-81
-192,-776,14848,-440,129,-54
-204,-832,14880,-443,143,-53
-152,-792,14864,-430,168,-78
-108,-844,14912,-439,148,-87
-164,-740,14856,-422,116,-73
-108,-728,14800,-426,169,-111
-100,-776,14856,-414,131,-82
-208,-768,14752,-428,125,-65
-88,-820,14852,-441,139,-90
-176,-828,14932,-437,134,-95
-124,-764,14820,-442,124,-74
-144,-804,14840,-414,149,-57
-276,-804,14888,-442,137,-58
-192,-900,14836,-417,168,-78
-88,-768,14836,-422,167,-55
-248,-840,14960,-422,160,-87
-204,-688,14704,-429,172,-70
-104,-804,14800,-423,124,-64
-116,-788,14872,-440,175,-74
-220,-744,14960,-421,147,-72
-260,-804,14868,-423,151,-95
-124,-804,14840,-422,151,-91
-204,-840,14860,-418,157,-89
-168,-768,14888,-430,141,-86
-216,-812,14848,-436,124,-90
-244,-796,15008,-418,185,-95
-136,-892,14676,-408,151,-106
-164,-864,14860,-447,145,-99
-100,-764,14784,-441,153,-96
-104,-808,14944,-420,139,-87
-272,-812,14700,-403,140,-80
-108,-692,14744,-435,158,-88
-144,-840,14876,-429,153,-81
-88,-800,14964,-420,127,-68
-240,-828,14860,-436,155,-96
-196,-804,14972,-425,147,-95
-88,-880,14936,-426,155,-75
-140,-824,14860,-432,149,-85
-228,-848,14952,-432,145,-78
-196,-816,14984,-414,131,-83
-192,-784,14788,-407,158,-95
-180,-796,14872,-426,135,-72
-284,-820,14744,-433,132,-75
-108,-844,14960,-412,166,-78
-196,-772,14848,-437,157,-59
-196,-832,14888,-436,155,-78
-200,-840,14820,-433,159,-84
-100,-748,14860,-440,148,-64
-168,-816,15012,-430,153,-74
-216,-736,14888,-416,155,-93
-208,-752,14936,-426,145,-99
-104,-756,14912,-428,152,-79
-156,-832,14932,-423,164,-61
-176,-824,14880,-424,152,-100
-180,-796,14796,-433,125,-100
-220,-728,14900,-433,144,-100
-188,-840,14824,-429,155,-93
-184,-820,14888,-421,126,-88
-224,-820,14884,-423,163,-90
-180,-884,14764,-409,166,-72
-224,-740,14960,-434,171,-79
-228,-832,14728,-426,160,-94
-128,-744,14876,-423,145,-96
-120,-832,14928,-416,167,-81
-196,-860,14868,-445,125,-84
-216,-844,14992,-421,142,-103
-148,-820,14904,-433,146,-77
-72,-776,14804,-423,155,-81
-148,-920,14876,-432,155,-97
-200,-864,14896,-429,129,-84
-108,-912,14800,-424,153,-84
-100,-712,14960,-427,168,-94
-84,-924,14956,-422,142,-78
-124,-880,14708,-416,146,-67
-160,-788,14816,-442,149,-89
-100,-728,14816,-436,154,-64
-72,-864,14916,-431,126,-57
-192,-792,14836,-434,153,-85
-108,-832,14800,-421,145,-79
-92,-896,14864,-435,152,-88
-152,-768,14820,-418,144,-72
-180,-836,14720,-427,138,-73
-164,-832,14752,-431,157,-81
-164,-800,14820,-445,138,-96
-128,-752,14848,-433,131,-72
-220,-776,14760,-418,148,-78
-136,-724,14772,-430,152,-81
-92,-820,14908,-411,132,-98
-220,-892,14780,-429,157,-82
-144,-828,14888,-415,155,-73
-220,-868,14816,-431,160,-96
-212,-728,14904,-407,151,-53
-100,-780,14880,-425,151,-93
-192,-800,14904,-416,124,-76
-216,-724,14764,-420,135,-70
-112,-756,14928,-416,150,-87
-184,-776,14960,-432,136,-68
-68,-776,14900,-434,130,-84
-176,-796,14816,-423,140,-84
-148,-912,14856,-419,176,-61
-80,-844,14920,-428,147,-55
-184,-728,14948,-433,140,-96
-212,-780,14964,-449,151,-83
-160,-784,14904,-424,157,-77
-112,-740,14968,-429,130,-84
-160,-820,14948,-425,108,-84
-92,-788,14740,-421,165,-73
-112,-776,14836,-435,137,-69
-216,-824,15068,-431,141,-80
-156,-792,14768,-427,141,-72
-172,-788,14824,-435,165,-89
-44,-836,14748,-437,172,-72
-172,-712,14844,-444,131,-60
-112,-780,14836,-427,142,-82
-88,-772,14740,-430,159,-87
-100,-884,14796,-445,159,-94
-176,-840,14692,-416,159,-82
-92,-792,14824,-422,158,-92
-128,-676,14800,-429,140,-58
-180,-812,15016,-423,126,-83
-164,-832,14856,-418,140,-82
-212,-864,14728,-425,155,-77
-136,-816,15032,-436,132,-80
-144,-796,14768,-425,150,-87
-188,-808,14864,-415,133,-80
-176,-816,14964,-425,146,-87
-248,-892,14808,-410,134,-74
-212,-824,14884,-439,160,-81
-160,-756,14840,-421,136,-73
-232,-848,14932,-426,142,-78
-252,-852,14988,-418,151,-76
-232,-776,14948,-427,160,-57
-236,-824,14988,-423,154,-71
-164,-712,14824,-408,151,-80
-240,-864,14788,-436,137,-73
-156,-840,14880,-426,150,-90
-100,-744,14876,-416,152,-87
-152,-756,14732,-414,147,-64
-212,-724,14656,-427,150,-91
-24,-800,14724,-443,164,-94
-184,-796,14972,-430,157,-69
-252,-796,14704,-420,162,-71
-72,-828,14856,-414,136,-95
-172,-752,14716,-445,127,-69
-284,-812,14808,-430,153,-96
-220,-816,14808,-411,156,-75
-132,-820,14792,-419,156,-56
-268,-836,14924,-414,163,-91
-152,-864,14912,-436,158,-87
-164,-856,14804,-438,134,-68
-200,-896,14876,-426,131,-61
-164,-800,14796,-428,139,-86
-152,-792,14892,-439,143,-100
-188,-776,14716,-422,145,-82
-204,-792,14928,-405,150,-76
-200,-792,15000,-418,140,-90
-160,-776,14800,-435,149,-87
-156,-828,14708,-425,153,-91
-120,-832,14812,-437,138,-71
-104,-768,14856,-425,167,-109
-224,-828,14888,-423,133,-94
-92,-868,14816,-425,130,-76
-132,-848,14920,-418,149,-78
-200,-848,14900,-422,138,-74
-124,-808,14984,-415,154,-79
-196,-796,14808,-434,163,-83
-52,-840,14920,-427,155,-71
-116,-792,14824,-422,147,-79
-88,-900,14872,-415,130,-72
-244,-780,14644,-422,125,-86
-100,-752,14832,-428,158,-89
-108,-716,14880,-410,148,-67
-244,-836,14972,-430,178,-68
-136,-820,14748,-432,113,-89
-180,-772,14888,-410,147,-82
-100,-808,14952,-430,148,-76
-232,-804,14740,-416,145,-78
-208,-856,14900,-412,141,-91
-164,-764,14868,-427,146,-78
-188,-752,14960,-449,155,-96
-40,-648,14852,-434,186,-77
-256,-768,14888,-424,136,-77
-196,-784,14816,-445,148,-97
-208,-800,14816,-413,144,-80
-176,-892,14800,-419,135,-70
-256,-840,15052,-447,138,-80
-168,-792,14848,-425,122,-80
-156,-804,14812,-431,146,-72
-232,-764,14868,-440,129,-70
-168,-848,14980,-416,135,-92
-292,-756,14852,-420,141,-105
-176,-800,14852,-416,152,-79
-188,-788,14904,-411,139,-119
-100,-840,14892,-436,148,-76
-200,-736,14924,-428,149,-61
-160,-784,14892,-435,151,-57
-88,-804,14744,-440,172,-82
-216,-876,14976,-422,155,-90
-172,-872,14716,-417,153,-86
-76,-864,14884,-424,146,-69
-196,-788,14808,-431,174,-84
-160,-776,14864,-429,135,-62
-144,-724,14888,-399,151,-84
-164,-884,14856,-414,145,-81
-88,-836,15004,-431,159,-60
-204,-828,14812,-440,139,-78
-92,-812,14916,-432,133,-83
-104,-732,14776,-441,152,-70
-124,-768,14948,-405,148,-62
-168,-732,14784,-424,177,-87
-188,-808,14960,-439,159,-91
-160,-812,14928,-437,151,-66
-132,-760,14968,-431,129,-92
-176,-840,14960,-422,153,-86
-176,-752,14876,-425,157,-59
-112,-824,14892,-439,137,-57
-136,-772,14896,-436,174,-81
-128,-784,14856,-433,130,-76
-160,-744,14836,-426,163,-78
-152,-804,14772,-422,135,-81
-184,-764,14816,-421,138,-106
-220,-776,14768,-450,165,-80
-132,-896,14824,-413,165,-92
-76,-704,14732,-424,116,-57
-164,-864,14880,-417,139,-67
-192,-820,14732,-441,160,-61
-140,-844,15024,-417,167,-62
-144,-820,14864,-417,145,-68
-268,-744,14852,-446,155,-115
-188,-740,14760,-419,162,-94
-136,-804,14944,-410,145,-75
-196,-780,14896,-426,118,-83
-152,-804,14820,-423,144,-89
-184,-832,14868,-424,117,-79
-164,-888,14808,-429,143,-50
-76,-856,14764,-427,144,-63
-148,-788,14860,-426,145,-99
-184,-744,14840,-429,174,-64
-112,-768,14892,-435,161,-95
-248,-800,14836,-421,167,-69
-204,-760,14888,-424,134,-118
-116,-712,14940,-406,122,-106
-240,-804,14816,-426,148,-83
-152,-756,14824,-424,170,-59
-204,-896,14780,-443,164,-81
-112,-888,14912,-433,160,-82
-96,-876,14896,-424,136,-68
-144,-892,14680,-442,157,-85
-96,-776,14900,-415,167,-69
-144,-840,14740,-426,121,-89
-152,-856,14876,-443,169,-52
-272,-712,14784,-434,179,-67
-224,-744,14924,-428,133,-90
-188,-752,14840,-429,129,-91
-220,-764,14868,-422,146,-85
-192,-780,14748,-419,133,-72
-88,-812,14632,-421,139,-76
-132,-836,14880,-431,148,-69
-156,-884,14860,-423,155,-69
-112,-792,14948,-440,142,-106
-172,-848,14868,-423,143,-78
-132,-740,14944,-412,146,-70
-232,-792,14868,-410,167,-70
-188,-752,14832,-418,157,-66
-240,-700,14804,-426,161,-88
-272,-764,14768,-423,158,-76
-156,-840,15032,-438,176,-95
-212,-768,14692,-425,152,-75
-208,-812,14952,-430,152,-68
-144,-900,14860,-443,155,-83
-88,-952,14796,-415,173,-51
-204,-756,14952,-421,142,-96
-152,-768,14812,-433,151,-63
-124,-756,14928,-417,153,-82
-208,-772,14860,-442,143,-75
-164,-804,14860,-429,134,-88
-228,-824,14784,-434,130,-74
-164,-812,14656,-436,119,-86
-116,-764,14764,-439,131,-87
-88,-940,14744,-440,138,-75
-132,-908,14852,-434,150,-101
-232,-848,14940,-430,136,-84
-80,-856,14760,-430,152,-103
-248,-752,14808,-407,150,-86
-112,-768,14728,-412,166,-64
-172,-764,14760,-417,166,-106
-184,-728,14896,-425,178,-120
-200,-812,14756,-441,126,-76
-184,-768,14736,-446,135,-82
-132,-836,14920,-429,158,-89
-96,-768,14828,-428,147,-77
-104,-904,14952,-436,161,-57
-112,-888,15024,-420,141,-82
-224,-820,14904,-410,150,-72
-88,-804,14716,-438,144,-108
-144,-740,15008,-431,161,-83
-172,-752,14776,-413,148,-93
-244,-700,14832,-425,131,-82
-212,-760,14948,-423,139,-93
-116,-800,14808,-432,147,-79
-220,-848,14796,-422,156,-90
-124,-756,14912,-450,128,-82
-88,-792,14720,-442,147,-67
-152,-864,14784,-433,148,-67
-132,-832,14852,-424,140,-102
-184,-848,14952,-432,142,-85
-184,-772,14872,-414,145,-85
-112,-796,14836,-423,167,-95
-164,-792,14984,-399,158,-92
-276,-680,14816,-425,148,-85
-128,-880,14820,-425,154,-79
-104,-868,14828,-434,154,-90
-172,-760,14824,-419,149,-84
-168,-872,14920,-445,157,-64
-116,-868,15052,-432,148,-96
-116,-904,14916,-429,149,-104
-80,-872,14852,-419,145,-59
-148,-832,14768,-426,152,-87
-164,-796,15056,-412,149,-69
-184,-776,14864,-420,143,-67
-192,-804,14788,-431,167,-67
-200,-856,14964,-414,142,-94
-256,-788,14824,-440,158,-65
-232,-780,14736,-434,129,-83
-48,-748,14844,-433,138,-98
-172,-868,14888,-426,185,-80
-180,-844,14764,-437,166,-93
-200,-816,14760,-425,142,-72
-172,-840,14928,-426,163,-100
-184,-708,15052,-421,155,-82
-280,-884,14900,-426,155,-90
-176,-716,14828,-420,162,-70
-248,-744,14844,-427,144,-77
-192,-776,14944,-425,150,-87
-156,-816,15060,-441,138,-80
-132,-800,14820,-441,168,-76
-132,-748,14968,-427,165,-60
-56,-824,14832,-442,147,-62
-180,-864,14748,-420,139,-56
-100,-836,14828,-402,161,-82
-140,-880,14900,-434,142,-82
-160,-812,14740,-421,156,-89
-152,-820,14816,-418,128,-75
-136,-764,14828,-441,140,-85
-200,-696,14792,-428,163,-64
-208,-808,14896,-437,137,-112
-204,-908,14792,-428,163,-103
-56,-732,14828,-445,157,-105
-108,-832,14776,-447,139,-87
-92,-772,14740,-439,161,-89
-48,-696,14960,-430,149,-76
-132,-836,14812,-414,170,-72
-144,-740,14816,-418,161,-79
-252,-764,14808,-427,125,-86
-268,-768,14888,-435,132,-73
-164,-800,15024,-420,144,-87
-184,-804,14900,-415,149,-84
-228,-872,14992,-412,147,-95
-192,-732,14776,-448,127,-70
-224,-828,14824,-422,145,-61
-132,-840,14928,-408,181,-67
-148,-816,14936,-409,114,-81
-112,-736,14996,-407,143,-80
-140,-816,15096,-419,144,-71
-200,-752,14800,-424,141,-82
-236,-800,14824,-427,162,-93
-232,-744,14992,-426,135,-90
-88,-756,14832,-437,131,-84
-208,-832,14868,-433,132,-95
-184,-856,14888,-428,139,-69
-128,-848,14908,-425,162,-100
-88,-900,14796,-441,170,-79
-200,-920,14936,-431,156,-73
-92,-772,14908,-408,138,-76
-140,-836,14960,-424,156,-64
-284,-856,14900,-438,162,-47
-100,-752,14872,-433,150,-94
-172,-820,14836,-420,160,-76
-176,-800,15028,-418,152,-50
-144,-924,14808,-430,153,-81
-156,-776,14712,-437,132,-79
-156,-740,14904,-433,115,-74
-204,-776,14808,-442,135,-83
-4,-784,14972,-431,151,-65
-100,-828,14832,-438,132,-90
-144,-772,15008,-428,133,-78
-88,-792,14904,-424,128,-57
-240,-868,14812,-428,133,-90
-264,-820,14752,-422,144,-64
-328,-888,14888,-417,169,-70
-212,-836,14964,-436,150,-83
-260,-840,14712,-429,156,-76
-136,-732,14712,-425,141,-63
-80,-768,14900,-438,145,-66
-100,-792,15004,-427,145,-71
-108,-812,14796,-419,156,-77
-136,-804,14808,-443,117,-69
-192,-844,14900,-432,169,-62
-152,-892,14816,-414,146,-72
-92,-828,14872,-435,146,-85
-260,-812,14840,-419,139,-73
-168,-908,14768,-427,146,-72
-296,-748,15036,-448,149,-72
-108,-776,14832,-440,139,-83
-172,-808,14992,-435,146,-87
-68,-772,14832,-441,164,-55
-148,-756,14812,-427,139,-73
-152,-784,14840,-419,141,-74
-208,-856,14788,-432,171,-77
-148,-804,14828,-415,146,-90
-248,-820,14700,-443,143,-94
-208,-800,14928,-447,144,-72
-348,-668,14844,-429,149,-78
-240,-752,14904,-441,163,-87
-216,-780,14876,-418,140,-56
-152,-684,14844,-451,143,-87
-156,-688,14752,-418,161,-64
-132,-772,14724,-426,151,-72
-68,-844,14884,-408,163,-74
-204,-812,14908,-439,149,-71
-208,-804,14968,-439,172,-77
-80,-912,14804,-431,130,-61
-200,-792,14948,-421,148,-81
-152,-752,14760,-400,160,-77
-256,-864,14848,-431,154,-104
-164,-844,14944,-438,110,-73
-128,-812,14824,-432,171,-102
-144,-780,14832,-426,143,-76
-172,-804,14916,-417,120,-86
-148,-792,14960,-420,166,-77
-116,-732,14764,-440,132,-68
-152,-768,14844,-429,171,-67
-180,-752,14924,-425,141,-74
-184,-808,14820,-429,115,-80
-204,-800,14872,-428,134,-82
-152,-840,14920,-427,137,-85
-136,-824,14852,-449,100,-72
44,-824,14916,-437,160,-78
-160,-760,14848,-442,142,-70
-128,-708,14928,-419,142,-76
-88,-800,15060,-429,127,-106
-200,-724,14776,-423,178,-89
-164,-784,14916,-429,146,-91
-184,-776,15020,-424,148,-76
-224,-724,14956,-420,174,-90
-176,-800,14736,-428,136,-74
-144,-804,14924,-436,154,-82
-116,-804,14704,-426,156,-74
-128,-840,14928,-425,145,-74
-208,-684,14824,-436,164,-105
-172,-812,14952,-433,133,-81
-160,-828,14792,-445,154,-85
-108,-840,14984,-435,157,-75
-144,-792,14864,-416,165,-76
-156,-824,14820,-422,129,-83
-172,-888,14896,-423,140,-71
-204,-804,14824,-428,164,-85
-136,-784,14808,-426,117,-93
-68,-740,14912,-422,137,-101
-180,-756,14848,-433,131,-91
-192,-728,14776,-436,156,-62
-220,-780,14968,-435,127,-78
-112,-780,14864,-423,133,-74
-116,-840,14892,-445,160,-71
-112,-768,14996,-452,152,-75
-244,-808,14880,-397,147,-85
-132,-744,14796,-415,170,-78
-164,-736,14896,-438,150,-89
-148,-836,15000,-419,162,-86
-92,-788,14928,-419,147,-89
-148,-780,14704,-425,130,-89
-136,-856,14948,-424,138,-82
-40,-820,14956,-418,144,-62
-108,-780,14920,-419,140,-91
-176,-784,14792,-417,131,-55
-36,-808,14796,-426,158,-74
-148,-808,14780,-420,172,-80
-256,-832,14748,-426,162,-63
-120,-792,14776,-420,166,-107
-140,-764,14816,-424,139,-68
-216,-796,14720,-437,144,-89
-228,-860,14876,-440,154,-97
-100,-820,14768,-439,125,-84
-68,-812,14776,-433,163,-75
-64,-780,14780,-411,167,-88
-132,-836,14776,-430,147,-97
-140,-820,14932,-429,138,-83
-64,-756,14696,-429,161,-89
-200,-840,14856,-408,166,-87
-120,-768,14816,-405,165,-80
-208,-788,14800,-433,162,-89
-160,-792,14952,-418,156,-98
-244,-824,14936,-429,151,-95
-88,-792,14716,-426,128,-81
-152,-856,14932,-411,140,-89
-148,-800,14764,-442,140,-65
-56,-820,14752,-423,182,-90
-136,-840,14820,-417,176,-71
-176,-864,14916,-411,187,-77
-208,-812,14872,-429,169,-55
-164,-816,14904,-422,172,-61
-200,-760,14828,-419,149,-65
-120,-824,14784,-428,122,-86
-140,-788,14728,-447,151,-92
-140,-904,14868,-417,149,-86
-68,-792,14916,-424,154,-64
-136,-828,14776,-419,137,-79
-140,-776,14920,-426,132,-83
-124,-868,14836,-430,173,-83
-176,-776,14768,-425,162,-76
-176,-772,14816,-424,179,-96
-32,-760,14776,-430,126,-87
-164,-808,14884,-441,153,-73
-224,-784,14820,-415,150,-81
-196,-800,14916,-423,169,-77
-188,-800,14872,-434,161,-68
-268,-780,14836,-424,149,-84
-108,-724,14916,-412,148,-109
-200,-864,14784,-408,152,-107
-112,-852,14828,-438,147,-79
-152,-764,14864,-434,143,-73
-84,-736,15000,-433,161,-61
-128,-764,14812,-420,153,-75
-224,-764,14904,-438,179,-98
-120,-856,14824,-427,137,-63
-68,-772,14916,-433,159,-60
-104,-904,14876,-428,144,-88
-96,-840,14800,-427,162,-79
-96,-840,14720,-427,155,-75
-104,-812,14900,-454,162,-91
-144,-780,15088,-416,166,-91
-248,-804,14844,-437,156,-55
-212,-740,14824,-437,151,-109
-152,-744,14756,-424,152,-58
-188,-748,14896,-420,122,-93
-136,-812,14844,-424,133,-74
-92,-864,14736,-434,151,-86
-116,-860,14804,-432,149,-77
-104,-900,14848,-416,138,-86
-144,-808,14952,-422,108,-82
-156,-796,14680,-427,158,-84
-92,-776,15000,-433,145,-70
-228,-812,14848,-414,177,-84
-156,-776,14824,-418,132,-77
-168,-816,14848,-426,159,-75
-224,-876,14844,-418,147,-87
-172,-764,14880,-437,191,-67
-184,-776,14892,-428,139,-88
-56,-808,14836,-441,151,-86
-96,-728,14892,-454,165,-60
-108,-860,14788,-430,142,-63
-88,-936,14832,-425,135,-96
-180,-840,14768,-428,152,-71
-192,-776,14748,-431,171,-73
-172,-856,15044,-441,134,-82
-152,-836,14932,-414,186,-86
-252,-828,14956,-433,126,-75
-224,-716,15024,-412,149,-81
-92,-792,14888,-439,155,-72
-108,-912,14860,-432,148,-78
-60,-808,14852,-415,144,-97
-64,-856,14872,-433,173,-67
-92,-820,14808,-433,163,-66
-168,-788,14944,-425,132,-92
-196,-872,14812,-433,134,-78
-196,-848,14860,-428,182,-76
-164,-804,14836,-428,168,-98
-212,-776,14904,-419,126,-79
-144,-868,14720,-430,121,-62
-240,-784,14844,-436,164,-87
-240,-712,14720,-431,131,-81
-92,-744,14968,-418,142,-102
-180,-824,14908,-434,151,-72
-152,-808,14920,-433,162,-92
-88,-812,14724,-413,153,-79
-256,-836,14976,-428,140,-87
-184,-764,14728,-433,143,-89
-120,-788,14772,-431,155,-90
-140,-712,14800,-421,136,-77
-212,-764,14928,-406,171,-85
-192,-776,14916,-415,152,-73
-148,-740,14832,-411,162,-58
-104,-756,14904,-441,158,-94
-48,-860,14844,-436,118,-64
-76,-892,14812,-428,157,-102
-104,-732,14856,-437,141,-79
-236,-828,14804,-414,143,-101
-156,-840,14832,-437,157,-74
-156,-892,14928,-420,159,-82
-96,-720,14832,-423,174,-89
-144,-852,14796,-423,158,-78
-144,-788,14840,-457,157,-71
-116,-780,14888,-435,154,-82
-92,-840,14888,-413,151,-68
-144,-828,14920,-442,165,-86
-108,-844,14824,-429,140,-60
-152,-752,14796,-423,151,-54
-168,-832,14792,-408,159,-97
-196,-824,14924,-436,144,-56
-184,-720,14960,-431,142,-90
-216,-696,14876,-425,148,-80
-192,-784,14776,-439,161,-92
-184,-764,14968,-434,140,-84
-256,-868,14880,-425,134,-75
-164,-720,14828,-423,148,-71
-44,-720,14972,-419,183,-61
-132,-808,14876,-418,159,-95
-236,-800,14860,-427,173,-98
-240,-684,14880,-435,145,-91
-156,-824,14788,-411,161,-100
-188,-828,14900,-430,141,-96
