Fs,100
Logging Type,0
Initialization time,36.5
Waiting time,3
ax,ay,az,gx,gy,gz
240,11064,10216,-210,535,-141
144,11144,10252,-380,305,-95
260,11184,10212,-497,147,-93
268,11008,10388,-516,102,-94
296,11148,10152,-481,114,-85
372,11024,10164,-446,98,-112
344,10996,10136,-356,250,-110
300,10972,10184,-346,290,-152
288,11040,10316,-349,297,-145
236,10980,10252,-457,185,-141
324,10960,10064,-499,138,-105
308,10932,10332,-480,122,-95
316,11092,10212,-515,127,-97
200,10992,10272,-457,111,-83
228,10988,10332,-434,185,-80
304,11072,10180,-423,194,-71
296,11112,10260,-409,210,-96
268,11076,10116,-393,227,-103
304,10992,10272,-389,226,-128
388,11004,10164,-459,149,-84
260,10960,10316,-450,148,-70
132,10976,10200,-458,132,-70
332,10972,10192,-426,158,-58
220,10988,10120,-441,172,-44
260,11076,10096,-448,146,-41
228,10952,10124,-463,157,-93
220,11016,10180,-437,194,-94
264,11060,10188,-483,145,-108
268,10988,10232,-487,130,-72
268,11020,10092,-487,104,-67
148,11120,10220,-576,-90,-65
176,10964,10292,-576,-55,-90
296,11016,10212,-474,103,-57
208,10900,10176,-430,207,-77
296,10912,10108,-386,287,-98
272,10924,10168,-380,249,-85
212,11052,10368,-420,196,-96
224,10980,10372,-446,167,-79
244,11168,10272,-436,181,-73
284,11040,10252,-421,183,-77
248,10968,10244,-430,154,-65
192,11088,10164,-419,156,-93
268,10984,10308,-429,139,-74
88,11008,10220,-443,105,-95
232,11120,10296,-484,103,-81
224,11044,10164,-480,106,-92
224,10984,10104,-552,-48,-95
236,10900,10288,-546,-92,-78
296,11028,10276,-523,3,-94
376,10868,10156,-472,95,-78
300,11024,10112,-419,146,-82
316,11048,10184,-413,161,-90
260,10868,10284,-396,224,-88
136,11036,10180,-380,261,-95
136,10968,10216,-417,182,-67
216,10996,10136,-451,107,-90
248,10968,10364,-428,134,-87
272,11044,10336,-394,182,-49
260,10936,10228,-328,256,-67
268,10936,10236,-302,353,-94
148,11036,10244,-288,369,-83
248,10988,10264,-326,311,-89
216,11004,10280,-350,266,-90
132,10976,10068,-388,209,-80
212,10948,10172,-426,107,-72
248,10948,10228,-460,121,-87
236,11008,10108,-448,112,-76
212,10888,10096,-423,101,-80
228,11040,10312,-360,233,-73
240,10944,10152,-337,265,-72
160,10964,10248,-324,319,-88
232,11076,10228,-379,225,-65
152,11028,10220,-442,142,-82
196,10984,10176,-424,133,-88
216,11008,10332,-447,147,-83
216,11000,10244,-427,157,-70
256,11020,10220,-470,109,-74
176,11044,10144,-423,116,-107
152,11020,10212,-473,107,-70
132,11008,10212,-480,79,-99
232,11024,10360,-402,181,-93
164,10968,10252,-375,204,-81
280,10956,10320,-360,258,-87
300,11084,10220,-393,229,-80
160,11076,10208,-409,172,-78
136,10984,10404,-466,62,-72
172,11028,10292,-426,109,-43
208,10980,10244,-408,194,-75
256,11016,10208,-369,251,-89
280,11092,10236,-293,339,-51
212,11008,10344,-347,318,-85
176,10996,10196,-384,243,-60
216,10936,10200,-402,158,-69
136,11088,10180,-539,-30,-59
320,10932,10164,-486,75,-82
236,10956,10296,-384,213,-61
140,11056,10180,-352,260,-97
236,11072,10236,-348,299,-91
68,11020,10236,-387,258,-52
212,10980,10332,-422,155,-88
320,11012,10232,-414,183,-86
252,11056,10172,-359,231,-92
232,11048,10064,-384,199,-68
264,11028,10156,-410,187,-84
284,11012,10248,-394,188,-85
296,10984,10192,-371,200,-75
76,10956,10200,-401,156,-88
84,10992,10108,-491,71,-80
336,11072,10232,-461,87,-75
264,10952,10260,-443,101,-92
252,10984,10376,-406,169,-85
196,11060,10336,-368,238,-56
104,10980,10196,-398,197,-88
148,11136,10208,-462,68,-75
164,11008,10296,-487,22,-82
144,11044,10224,-492,4,-98
300,10996,10164,-463,90,-80
256,10900,10184,-387,201,-92
352,11052,10236,-355,275,-65
224,11108,10176,-372,250,-72
240,11032,10268,-350,262,-63
152,11068,10180,-328,305,-90
136,11036,10236,-472,30,-93
308,10996,10192,-478,36,-59
344,11036,10192,-417,125,-88
188,10996,10240,-354,269,-89
184,10968,10300,-368,281,-99
264,11012,10244,-408,182,-73
116,10948,10232,-437,145,-74
140,10992,10268,-457,44,-114
96,10996,10120,-558,-31,-82
220,11032,10200,-589,-126,-92
200,11016,10240,-566,-100,-63
204,11060,10176,-558,-83,-69
196,11084,10240,-546,-89,-80
356,11040,10308,-462,61,-82
184,10928,10292,-476,85,-81
272,11028,10152,-444,62,-66
304,11000,10152,-437,84,-54
208,11100,10244,-461,96,-76
300,10976,10252,-442,60,-75
224,11060,10188,-481,-5,-66
336,11052,10324,-513,-26,-44
148,10948,10216,-492,-11,-57
276,11044,10292,-490,20,-56
296,11012,10264,-486,0,-43
200,10992,10128,-490,-19,-48
156,11016,10236,-476,-8,-45
252,11044,10208,-470,28,-1
176,11040,10320,-524,-61,-64
-60,11064,10352,-672,-300,-32
168,11068,10544,-730,-381,-66
456,10900,10240,-758,-443,-28
440,11016,10080,-530,-80,-73
356,10808,10268,-455,96,-65
244,10892,10240,-448,122,-71
352,10980,10368,-482,90,-109
364,10908,10408,-480,79,-84
396,11112,10204,-437,136,-79
356,10944,10308,-412,168,-83
344,10892,10280,-433,146,-86
360,10920,10300,-431,140,-100
236,10992,10328,-397,157,-80
356,10912,10180,-403,156,-83
412,10944,10452,-390,140,-52
252,10976,10340,-431,115,-75
320,10880,10256,-413,147,-76
280,11048,10184,-349,272,-83
312,10932,10144,-319,356,-72
356,11008,10372,-253,408,-57
328,11020,10188,-231,456,-53
308,11028,10296,-209,472,-54
320,10988,10128,-277,386,-53
192,11020,10224,-320,314,-59
312,11000,10204,-354,276,-83
260,10980,10288,-403,181,-63
204,10992,10276,-403,228,-103
220,11124,10172,-414,234,-97
292,10980,10264,-372,273,-86
248,10988,10360,-341,319,-76
136,10936,10236,-385,246,-63
184,11040,10488,-459,109,-99
320,10972,10404,-491,46,-68
184,11000,10256,-498,72,-88
264,10996,10328,-467,91,-99
344,10844,10140,-448,143,-91
308,10964,10316,-392,244,-76
288,11008,10220,-330,283,-95
340,10964,10216,-321,292,-71
312,11024,10192,-314,321,-51
216,11004,10268,-377,242,-72
192,11040,10104,-382,214,-78
292,10956,10240,-385,241,-80
168,11112,10272,-355,277,-62
216,10956,10228,-343,275,-69
236,11008,10248,-377,213,-84
268,11012,10260,-402,160,-71
196,10972,10160,-418,194,-60
220,11100,10276,-430,132,-96
312,11004,10228,-399,148,-74
344,10980,10280,-418,108,-85
236,10924,10324,-401,153,-69
296,10984,10100,-374,239,-52
236,11048,10208,-389,197,-68
312,11116,10220,-433,196,-99
312,11060,10260,-412,168,-69
200,10976,10296,-425,141,-103
304,11032,10316,-404,201,-76
272,10920,10156,-378,185,-83
212,10968,10264,-408,157,-56
184,11008,10216,-423,165,-62
288,10948,10164,-428,148,-83
196,11012,10232,-375,204,-77
208,10972,10320,-427,190,-94
212,10968,10204,-421,174,-71
284,10948,10224,-397,174,-84
268,10992,10280,-399,173,-81
192,11020,10216,-362,229,-77
228,10960,10212,-356,226,-78
260,11072,10300,-421,173,-53
236,11076,10288,-394,200,-94
268,11008,10232,-394,204,-59
292,11084,10364,-373,253,-94
284,11004,10112,-413,218,-79
268,11044,10276,-437,139,-88
316,11040,10124,-503,68,-52
196,11028,10280,-532,-31,-76
220,10936,10180,-538,-41,-71
312,11068,10192,-456,67,-46
316,11044,10300,-419,133,-88
260,11076,10096,-417,167,-73
216,11056,10096,-448,119,-73
208,11004,10276,-506,32,-76
292,10924,10200,-442,115,-83
296,10964,10348,-406,187,-73
244,10928,10112,-401,203,-79
152,11060,10188,-392,202,-78
180,10932,10364,-335,297,-89
228,10988,10124,-299,351,-87
244,11008,10288,-372,232,-71
160,11068,10152,-451,124,-83
228,11004,10304,-499,62,-85
268,11072,10348,-481,46,-80
264,11020,10172,-507,-8,-81
368,10920,10372,-444,94,-69
244,11076,10188,-405,156,-72
312,10984,10272,-431,113,-82
208,11008,10312,-407,181,-69
144,11004,10116,-460,107,-80
336,10980,10260,-436,126,-84
160,11068,10236,-436,102,-80
128,11040,10216,-503,52,-92
244,10956,10224,-465,85,-61
304,10984,10296,-406,176,-72
256,10996,10256,-334,264,-72
220,10992,10236,-317,341,-74
272,11032,10120,-319,338,-76
232,11028,10236,-388,250,-105
68,11068,10172,-512,36,-71
192,11100,10252,-593,-110,-83
188,11032,10192,-600,-146,-71
228,11000,10260,-533,-35,-86
364,10920,10092,-455,66,-83
344,11040,10152,-351,256,-62
284,11012,10264,-312,324,-56
264,11040,10220,-350,259,-94
292,10940,10304,-401,158,-67
268,11060,10288,-476,113,-65
212,10968,10200,-493,18,-63
264,10936,10248,-455,98,-77
208,11020,10156,-439,120,-86
252,11000,10300,-411,145,-65
268,11008,10240,-386,251,-77
196,11008,10232,-339,296,-93
232,10968,10220,-305,336,-86
164,11072,10272,-379,226,-76
168,11060,10180,-448,121,-65
324,11100,10172,-481,45,-65
156,10996,10136,-463,96,-89
296,10956,10148,-442,80,-86
240,10996,10368,-416,151,-72
340,11028,10216,-391,175,-60
256,10992,10084,-341,228,-15
248,11024,10272,-334,254,-55
224,10956,10088,-432,168,-84
244,11028,10116,-456,128,-84
236,10944,10324,-497,48,-93
328,11080,10148,-434,122,-107
340,11000,10188,-391,166,-60
252,10948,10140,-374,235,-73
228,11032,10336,-357,228,-80
336,11008,10224,-399,147,-89
248,10984,10180,-431,125,-72
336,11024,10372,-486,44,-64
236,11032,10056,-518,-10,-96
216,11028,10248,-502,19,-75
272,11048,10204,-433,73,-77
220,11060,10240,-423,151,-90
316,11020,10300,-399,160,-48
256,11040,10044,-424,151,-78
176,11004,10156,-421,141,-75
220,10940,10144,-456,114,-67
192,11052,10244,-491,13,-64
216,11044,10108,-519,6,-33
216,10992,10172,-472,71,-53
240,10960,10256,-450,119,-72
208,10976,10072,-398,216,-70
280,11100,10164,-388,167,-81
192,11060,10180,-391,154,-64
236,11040,10304,-417,146,-67
204,11052,10196,-459,99,-72
304,11020,10224,-454,77,-36
168,10968,10248,-412,120,-18
192,11012,10344,-397,133,-10
340,10952,10176,-416,160,-51
268,11000,10084,-419,105,-65
292,10968,10136,-412,159,-71
244,10984,10152,-406,140,-83
264,11044,10124,-435,125,-80
296,11004,10252,-456,65,-74
336,11076,10224,-495,22,-52
268,11008,10200,-474,41,-15
312,10964,10280,-459,48,33
324,11008,10132,-409,124,-24
292,10984,10328,-452,128,-6
368,11040,10164,-466,74,-48
372,10976,10272,-496,47,-57
320,10928,10144,-525,-6,-77
256,10984,10228,-507,25,-67
264,10912,10260,-472,18,-50
332,11016,10312,-459,104,-88
368,10980,10160,-416,150,-66
336,10996,10292,-386,214,-52
356,10944,10140,-409,192,-68
304,11020,10184,-431,129,-58
264,11000,10336,-482,92,-69
300,11072,10244,-487,64,-89
336,10944,10240,-464,65,-86
292,10904,10296,-436,97,-75
284,11068,10204,-442,129,-77
328,11024,10280,-424,116,-61
284,11024,10228,-446,123,-73
304,10940,10096,-450,111,-52
336,10992,10304,-476,61,-79
288,10968,10212,-490,96,-71
228,10980,10328,-445,113,-90
236,10964,10332,-433,150,-76
356,10952,10108,-432,127,-66
276,10984,10344,-422,117,-75
352,10996,10204,-420,173,-47
336,11052,10324,-409,141,-66
344,10964,10256,-439,104,-67
324,10956,10256,-412,156,-93
268,11056,10212,-447,147,-120
320,11032,10212,-470,93,-88
336,10996,10184,-480,55,-92
276,11056,10316,-483,29,-75
284,10972,10240,-472,54,-80
276,10920,10408,-480,54,-76
408,11020,10076,-475,70,-80
240,11068,10248,-460,93,-79
280,10976,10300,-444,116,-93
320,11020,10136,-429,186,-77
324,10936,10276,-432,133,-80
412,11000,10188,-431,169,-74
248,11020,10168,-373,196,-67
356,10964,10372,-390,166,-77
364,10908,10220,-403,160,-79
236,10868,10372,-459,98,-78
324,11108,10216,-473,89,-72
400,11032,10368,-456,84,-90
380,10996,10264,-434,147,-90
420,10880,10304,-438,128,-62
212,11040,10252,-414,150,-74
268,11072,10216,-409,158,-87
304,10964,10180,-425,145,-63
388,10984,10132,-457,139,-85
288,10940,10216,-438,147,-105
252,10972,10332,-444,144,-71
272,10936,10152,-414,167,-78
236,11028,10380,-413,170,-88
400,11024,10280,-405,168,-90
248,10896,10208,-388,229,-78
380,10916,10248,-395,192,-80
284,11056,10256,-441,148,-82
260,11004,10040,-467,119,-100
204,10932,10212,-473,81,-83
384,11016,10368,-458,103,-72
408,10948,10208,-421,153,-70
456,11004,10208,-392,182,-80
320,10960,10180,-373,204,-77
292,10956,10300,-369,232,-85
400,11012,10412,-355,283,-64
196,11036,10164,-409,181,-80
300,11056,10052,-465,83,-60
184,11004,10376,-502,60,-81
300,10980,10220,-510,51,-75
312,10944,10228,-444,69,-67
312,10932,10292,-381,137,-47
336,10992,10244,-347,231,-65
-324,11180,10376,-326,268,52
412,11060,10172,-292,314,6
312,10960,10260,-295,282,12
264,10984,10164,-376,195,-10
268,11124,10184,-484,45,-65
372,11104,10100,-520,-48,-19
340,10988,10216,-561,-58,15
340,10984,10196,-509,-24,40
184,10976,10292,-434,71,40
356,10924,10236,-380,156,31
456,11008,10264,-416,117,-11
204,11060,10224,-515,31,-73
320,10984,10356,-546,-15,-86
336,10992,10364,-587,-130,-65
164,11056,10256,-637,-270,35
328,10904,10324,-710,-449,105
464,10972,10284,-669,-346,127
452,10988,10304,-546,-215,145
496,10916,10276,-470,-123,91
408,10848,10320,-454,-118,43
384,10908,10308,-471,-77,-33
252,11028,10340,-557,-266,-11
64,11232,10572,-737,-666,59
260,11004,10460,-719,-833,200
216,10828,10992,-374,-1164,267
344,10880,10856,-54,-1508,326
200,11020,10860,170,-1975,344
92,10964,11056,350,-2783,477
-116,11156,11196,531,-3849,720
-100,11164,11264,728,-4919,990
-88,11240,11220,963,-6049,1402
392,11176,10828,1135,-6811,1754
720,11296,10936,1428,-7278,2123
1092,11720,11040,2401,-7910,2344
1160,11984,11020,3771,-9794,2125
1428,12732,10792,3608,-10453,2235
1976,13700,11476,510,-8375,3004
1868,12740,11440,-2508,-5591,3876
1376,11888,11512,-2744,-5463,4024
2256,12096,11768,-1765,-5744,3880
2392,13508,11556,-1632,-5396,3988
2136,13812,11240,-2658,-5675,3427
1904,13388,10608,-3675,-5878,3372
2724,13068,10988,-4804,-5876,3458
2744,12712,10088,-5342,-6201,3404
4984,13688,10864,-5781,-7591,4951
5472,13140,10772,-5867,-8152,8196
6004,12932,11436,-6040,-8316,11249
4348,12300,10664,-7409,-7051,13018
4456,11236,10128,-9256,-4379,13447
2116,9396,10488,-9276,-4234,13696
2860,8304,9372,-6883,-6166,13285
3552,8652,8772,-4650,-8104,13104
5020,9228,9172,-3057,-9385,13623
5004,10160,8552,-2111,-9637,14280
5784,10148,8976,-1812,-9694,14780
6440,9416,9448,-757,-9668,15466
5900,9068,8892,664,-9380,15828
5444,9308,8992,1596,-9008,16135
6048,10204,8884,791,-7609,15753
7200,9644,8408,-14,-7012,16025
7044,10296,9376,-1380,-5597,16105
8088,7964,8296,-4285,-1523,15780
6960,6912,7160,-1967,-2362,15926
7808,7668,8152,276,-2719,16313
9744,8240,7968,262,-231,15926
9004,8448,9048,-2552,3591,16634
9028,7716,9040,-4846,5198,17261
8424,7716,8388,-4863,2714,17029
7920,7324,8916,-4326,512,15597
8288,7080,8748,-4129,-809,14245
8552,6184,9364,-3602,-1696,14232
9836,5248,9984,-3584,-667,15633
9728,5348,10600,-3932,1024,17357
9488,5244,10500,-4076,2154,18819
9004,5032,10184,-4140,3198,19082
9472,5160,9492,-3736,2645,18871
9992,4588,9400,-3572,1700,18350
10492,4244,9616,-3228,967,17967
10416,3416,10008,-3205,1293,17812
10372,3704,9796,-3741,2871,17903
10720,3680,10064,-4776,5622,17221
9672,2816,9824,-3747,4283,16233
10132,2196,9824,-2132,3029,15767
10404,2332,9708,-1566,3067,15479
11148,3276,9864,-1112,2975,14011
11396,2456,9912,-826,2652,12103
12264,3072,10316,-1457,2001,10788
13028,2348,9748,-1959,1937,8741
13088,1500,10080,-2052,2451,7729
11820,1168,10032,-2930,3304,7885
10208,724,10704,-3676,3522,9172
9744,-148,10080,-2742,2810,9305
8464,-56,9968,-2240,3220,9299
7912,-676,11636,-1075,3126,10478
10188,424,12996,-892,4028,12179
11288,1464,13612,-590,6785,12282
11444,2036,12136,-2040,7594,11324
10320,1012,11560,-3081,7323,9424
8976,-708,11164,-2869,6895,7317
12376,1076,12532,3659,4634,2435
10836,-1304,14008,1875,6105,1334
11728,-504,12340,1712,6995,414
9404,-1656,10752,-635,7603,700
9468,-2316,10984,-2185,6702,2037
10184,-1780,10964,-2118,4959,2889
7708,-1512,12084,-1868,2748,3692
3740,-2496,10952,-7096,3176,12221
2772,-2460,9220,-15253,5964,19737
3500,-5260,11716,-15280,4549,21945
5224,-4204,13520,-9158,1880,24207
6428,-1616,13148,-7289,4390,25217
6912,-980,12660,-6236,6668,22833
9184,-1156,11940,-4370,6091,19855
10568,-1428,12100,-3645,3593,16604
11564,-1192,12340,-4109,2172,12823
11228,-1724,12712,-4389,3307,8079
8968,-3044,13008,-3263,4597,4622
6520,-4532,12672,-2371,5097,4586
5620,-4912,12104,-1926,4695,6313
5384,-4884,11620,-1827,3757,7825
6732,-4572,11584,-2636,2863,8821
8216,-4144,12656,-3378,1440,9140
9740,-3880,13384,-3838,1302,8259
10356,-4184,14072,-3826,1950,6542
9796,-4360,13976,-2626,2941,4186
8240,-4596,13292,-1778,3569,2569
6296,-5272,13028,-1920,3576,2645
5252,-5712,12876,-1957,3319,3997
4912,-5340,12944,-1926,3409,5288
5036,-5084,13156,-2003,3615,6147
5964,-5344,13348,-1295,2478,7048
8132,-5440,13476,-389,1333,7675
9088,-5296,13184,-444,1862,7572
9288,-5268,12984,-1002,3088,6862
8304,-5120,12960,-1655,4842,5703
6980,-5480,12824,-2602,7075,5117
5716,-5352,13240,-3286,8000,5173
5392,-5552,13524,-2835,6497,5183
6188,-5824,14012,-2264,4829,5467
7152,-5708,14408,-2193,4098,5756
1756,-9556,12952,-3573,4690,10481
5548,-5348,13944,-3795,4168,13329
6168,-4768,13824,-2939,1968,12148
5132,-5800,13960,-3300,1848,11562
5328,-5756,13664,-3249,1864,11047
5108,-5908,14064,-4069,3827,10215
5332,-5700,14140,-5084,6353,10067
3316,-6604,14004,-5089,7611,10709
4436,-6348,13476,-4302,7417,11035
6636,-4816,9848,-4976,4569,8776
6212,-6524,10552,-5719,425,5986
4920,-7164,12284,-6089,-467,4547
3272,-7704,12868,-5464,-794,4507
3424,-7436,13548,-4874,-524,4691
3808,-7704,13496,-4746,215,5086
4472,-7688,12756,-5005,992,5079
4800,-8096,12424,-5413,1880,4700
4772,-8572,12544,-5032,2334,4223
3640,-9304,13056,-4153,2638,4448
3468,-8708,13724,-3262,2824,5228
2972,-8924,13024,-2756,2326,5640
4156,-8412,12960,-2241,1523,5024
5072,-8012,12972,-2579,1199,3476
4284,-8328,13088,-3599,879,2422
2496,-9008,13076,-4186,1008,2951
1680,-9248,13540,-3858,1428,4498
2448,-8424,14084,-3469,1605,5403
3816,-8084,14368,-3013,1851,5911
4084,-7924,12976,-4105,3484,4381
3848,-8348,11612,-4785,3635,2548
2284,-8832,11756,-4675,2769,1161
1752,-9792,12016,-3847,2040,1256
1672,-9800,13204,-2521,1894,2313
3616,-8820,12948,-2065,3694,1706
3016,-8644,11440,-2506,3830,813
2604,-8976,11848,-3225,3406,423
1136,-9088,11728,-4059,4057,1366
800,-9536,11764,-4512,4750,2334
1112,-10404,11724,-4181,3919,3571
3184,-10220,12392,-3971,3028,3352
2800,-10128,12280,-3885,1712,2486
2072,-10892,11880,-3904,640,1983
680,-10044,11720,-3630,-4,1294
2568,-8944,12124,-4516,1959,720
1872,-9056,12476,-5254,4053,1032
2268,-10356,12032,-5311,3898,1751
1888,-9724,11896,-5214,3584,1480
1916,-9180,11372,-5161,3624,1932
848,-9636,10952,-5213,4047,2394
-236,-9632,11360,-5011,4286,2313
-380,-9900,11952,-5113,4003,1412
1316,-9944,12412,-5008,4072,664
1064,-10944,11372,-5370,4703,-148
20,-11828,10444,-3383,3796,-787
660,-11036,10504,-1141,2645,-1077
1172,-9900,10632,-678,1851,-1370
1444,-9976,11284,-449,720,-818
2032,-10660,11860,-666,200,1405
1136,-10524,12524,-1832,523,2213
1592,-10140,11768,-3017,1317,2552
968,-10720,11028,-3293,1791,3033
568,-11092,10224,-2644,1935,2918
728,-10780,10764,-2067,1715,2824
2012,-10360,11080,-1824,1233,2726
1628,-9924,11176,-2098,1468,1785
304,-10416,10848,-2542,1964,1292
-492,-11680,10836,-2224,2159,1375
104,-11568,11372,-2088,2387,1846
188,-10712,11836,-3004,2349,2612
624,-11380,11732,-3592,1884,2789
936,-11216,11520,-3398,1300,2275
1024,-10292,11524,-3625,1168,1306
52,-10984,11340,-4296,986,454
-1360,-11208,11152,-4585,1150,-501
-888,-11112,10720,-4796,1441,-1171
-624,-11044,10276,-4474,1492,-1060
540,-11024,9984,-3701,1264,-417
740,-10992,10620,-2833,805,58
560,-10768,10600,-2263,532,-681
516,-10352,11020,-2188,597,-744
132,-11288,10136,-1407,486,326
-512,-12156,10416,-275,232,1082
-664,-12112,11320,-471,-178,1221
904,-11452,11892,-2166,-402,869
1336,-11512,11340,-3560,-310,470
204,-11388,10236,-4346,-135,-37
-636,-11176,9164,-4218,889,-826
-1348,-12068,8928,-2254,1159,-1037
-332,-11260,9664,-233,273,-627
448,-11996,10660,653,-414,318
532,-10940,11376,-44,-681,758
268,-11988,10116,-389,-614,257
360,-11204,10504,-208,80,-297
-84,-11544,10908,-381,687,-236
540,-11636,9852,-450,1036,-227
736,-11264,10924,-316,345,491
980,-12152,10020,-260,-213,1635
-480,-11460,10996,-828,-516,1258
-48,-11676,9588,-1283,-117,54
-516,-11248,10384,-923,290,-1065
-276,-11568,9904,-60,742,-1456
-484,-11488,9716,491,1317,-1866
392,-11164,10316,1069,1450,-1835
544,-11716,10388,2219,628,-644
744,-11860,10664,2400,-9,386
540,-11088,11548,1464,-16,665
680,-11532,10576,1039,-343,709
576,-11308,9520,2078,-667,1072
-196,-11172,9728,3249,-230,760
-156,-11324,10200,3964,7,115
92,-11376,10532,4388,14,27
-228,-11344,11000,4434,-155,-105
308,-10756,11124,4115,-200,-98
252,-10776,11568,3330,182,186
-52,-10776,11304,2695,218,160
32,-10916,10728,2724,152,138
48,-10968,10588,3252,186,152
20,-10916,10980,3578,162,140
0,-10916,11172,3775,43,71
180,-10668,11268,3896,66,49
228,-10496,11156,3972,228,96
104,-10508,10952,4790,273,157
728,-9620,13516,3692,703,270
-828,-10540,11760,-275,804,-50
-40,-10168,11540,216,799,78
-216,-10324,11480,-21,759,-74
-120,-10296,11412,-57,882,-95
60,-10476,11380,-4,816,-84
192,-10496,11156,215,1139,-176
216,-10052,11564,311,1346,-325
-20,-9888,12036,-64,771,-116
-160,-10260,11416,-236,410,-106
-108,-10176,11660,-294,327,-91
-72,-10240,11412,-377,136,-95
64,-10188,11380,-315,32,-127
36,-10324,11408,-469,80,-81
-24,-10356,11304,-331,258,-61
24,-10444,11328,-238,556,-26
-100,-10260,11524,-159,716,-66
32,-10272,11388,-58,742,-46
-280,-10284,11512,-77,563,-88
-220,-10228,11676,-159,317,-78
-128,-10100,11624,-235,203,-76
-80,-10236,11432,-280,126,-103
-20,-10184,11460,-291,171,-88
-104,-10284,11516,-292,224,-63
-44,-10308,11424,-182,418,-67
0,-10236,11712,-108,490,-99
-224,-10300,11648,-290,363,-107
-56,-10108,11576,-290,330,-76
-36,-10172,11472,-328,275,-35
-156,-10228,11548,-337,256,-65
-132,-10264,11436,-341,237,-98
28,-10172,11496,-263,333,-92
-88,-10260,11452,-254,397,-84
-72,-10216,11352,-244,461,-66
-164,-10256,11548,-208,535,-30
-144,-10324,11492,-165,575,-75
-292,-10360,11696,-156,506,-55
-144,-10172,11468,-180,478,-54
-284,-10256,11504,-187,416,-65
-248,-10176,11576,-189,414,-65
-296,-10212,11728,-198,395,-110
-264,-10208,11836,-260,279,-105
8,-10160,11488,-213,289,-94
-132,-10084,11628,-153,396,-86
-184,-10172,11548,-166,363,-111
-264,-10148,11604,-231,269,-119
-208,-10148,11692,-237,263,-91
-268,-10212,11668,-239,294,-91
16,-10284,11352,-178,332,-92
-272,-10148,11728,-172,375,-67
-236,-10160,11444,-146,392,-70
-272,-10056,11656,-194,341,-43
-188,-10224,11448,-191,349,-61
-276,-10120,11768,-214,404,-67
-204,-10160,11592,-179,445,-81
-256,-10188,11636,-133,468,-89
-316,-10204,11784,-161,415,-87
-272,-10120,11696,-151,393,-84
-280,-10164,11500,-163,369,-70
-296,-10096,11648,-202,378,-68
-304,-10160,11488,-193,388,-51
-324,-10112,11584,-202,333,-66
-320,-10160,11604,-140,380,-59
-268,-10008,11704,-180,365,-67
-352,-10092,11668,-212,331,-75
-244,-10180,11700,-271,298,-62
-256,-9992,11604,-305,293,-69
-256,-10148,11712,-395,183,-58
-312,-10004,11776,-424,209,-76
-288,-10160,11560,-439,126,-73
-268,-10104,11668,-437,100,-78
-296,-10172,11584,-462,98,-79
-348,-10016,11496,-431,112,-92
-308,-10048,11700,-410,145,-102
-176,-10060,11668,-361,222,-64
-232,-9964,11684,-373,229,-46
-328,-10048,11640,-365,180,-59
-248,-10064,11684,-385,138,-72
-280,-10176,11620,-381,90,-80
-360,-10060,11596,-373,124,-74
-300,-10072,11596,-403,123,-92
-296,-10120,11652,-405,139,-93
-240,-10144,11636,-402,193,-73
-284,-10096,11652,-387,232,-73
-324,-10036,11720,-387,214,-67
-288,-10092,11568,-362,180,-61
-220,-10084,11504,-378,171,-83
-212,-10012,11576,-342,142,-81
-272,-10028,11672,-381,79,-56
-204,-10096,11476,-406,128,-69
-144,-10088,11652,-409,142,-71
-296,-10088,11520,-371,236,-65
-336,-9996,11676,-372,250,-75
-264,-10044,11708,-374,215,-53
-348,-10148,11764,-350,211,-33
-328,-10036,11568,-378,143,-69
-320,-10184,11472,-422,92,-82
-232,-9968,11652,-409,115,-75
-204,-10088,11576,-381,147,-72
-308,-10104,11692,-404,186,-50
-288,-10072,11592,-395,203,-69
-236,-9980,11504,-383,206,-48
-264,-10048,11640,-352,216,-69
-344,-10160,11676,-371,158,-67
-280,-10080,11584,-391,139,-82
-252,-10076,11640,-410,160,-76
-336,-10064,11604,-399,132,-92
-280,-10156,11812,-428,119,-83
-256,-10096,11588,-418,208,-56
-272,-10068,11596,-422,190,-70
-328,-10136,11920,-392,186,-52
-280,-10032,11512,-358,209,-46
-328,-10088,11644,-377,170,-54
-272,-10088,11600,-393,156,-46
-408,-10092,11612,-336,185,-59
-196,-9976,11660,-377,171,-90
-340,-10048,11392,-408,202,-66
-340,-10008,11696,-403,177,-56
-172,-9984,11704,-433,156,-36
-376,-10076,11644,-435,149,-60
-332,-10028,11620,-440,139,-91
-300,-9912,11492,-426,125,-85
-276,-10024,11556,-440,121,-85
-292,-10040,11640,-414,132,-80
-324,-10004,11608,-416,140,-83
-296,-10068,11496,-435,134,-77
-224,-9992,11772,-413,138,-84
-180,-10032,11688,-389,174,-67
-192,-10084,11656,-398,172,-75
-264,-10060,11572,-369,163,-66
-316,-9972,11620,-384,154,-46
-284,-10064,11728,-393,171,-63
-284,-10044,11696,-401,189,-60
-396,-10004,11740,-382,173,-85
-196,-10068,11520,-394,193,-56
-356,-9988,11636,-379,193,-74
-284,-10060,11584,-398,162,-83
-268,-10120,11612,-393,195,-42
-360,-9980,11756,-345,192,-88
-300,-10052,11564,-380,167,-57
-352,-10056,11688,-377,175,-50
-244,-10016,11692,-396,184,-88
-336,-10032,11612,-422,149,-79
-276,-10136,11524,-413,189,-71
